chicago_reader_href,date_created,date_updated,username,is_scraped
 http://www.chicagoreader.com/chicago/light-heavyweight/Content?oid=910845,2020-05-01 19:41:53.929804,2020-05-01 19:41:53.929806,Prathyusha,
 http://www.chicagoreader.com/chicago/where-myth-meets-copyright-law/Content?oid=916197,2020-05-01 19:41:53.929823,2020-05-01 19:41:53.929825,Prathyusha,
 http://www.chicagoreader.com/chicago/two-takes-on-the-truth/Content?oid=924703,2020-05-01 19:41:53.929843,2020-05-01 19:41:53.929844,Prathyusha,
http://www.chicagoreader.com/chicago/central-park-five-ken-burns-music-box/Content?oid=8116146,2020-05-01 19:41:53.929862,2020-05-01 19:41:53.929864,Prathyusha,
 http://www.chicagoreader.com/chicago/cinema-of-possibilities/Content?oid=908964,2020-05-01 19:41:53.929882,2020-05-01 19:41:53.929884,Prathyusha,
 http://www.chicagoreader.com/chicago/both-sides-now/Content?oid=892681,2020-05-01 19:41:53.929911,2020-05-01 19:41:53.929912,Prathyusha,
 http://www.chicagoreader.com/chicago/its-a-mall-mall-world/Content?oid=918122,2020-05-01 19:41:53.929930,2020-05-01 19:41:53.929931,Prathyusha,
 http://www.chicagoreader.com/chicago/teachers-pests/Content?oid=925079,2020-05-01 19:41:53.929948,2020-05-01 19:41:53.929950,Prathyusha,
http://www.chicagoreader.com/chicago/exalting-the-everyday/Content?oid=894657,2020-05-01 19:41:53.929967,2020-05-01 19:41:53.929969,Prathyusha,
 http://www.chicagoreader.com/chicago/too-big-for-the-screen/Content?oid=912403,2020-05-01 19:41:53.929986,2020-05-01 19:41:53.929987,Prathyusha,
 http://www.chicagoreader.com/chicago/its-still-wonkas-world/Content?oid=919345,2020-05-01 19:41:53.930004,2020-05-01 19:41:53.930006,Prathyusha,
 http://www.chicagoreader.com/chicago/guerrilla-in-the-mist/Content?oid=1103297,2020-05-01 19:41:53.930022,2020-05-01 19:41:53.930023,Prathyusha,
 http://www.chicagoreader.com/chicago/shouts-and-murmurs/Content?oid=912282,2020-05-01 19:41:53.930038,2020-05-01 19:41:53.930040,Prathyusha,
 http://www.chicagoreader.com/chicago/thinking-inside-the-box/Content?oid=924005,2020-05-01 19:41:53.930055,2020-05-01 19:41:53.930056,Prathyusha,
 http://www.chicagoreader.com/chicago/red-bridge-to-australia/Content?oid=893465,2020-05-01 19:41:53.930071,2020-05-01 19:41:53.930073,Prathyusha,
 http://www.chicagoreader.com/chicago/good-is-good/Content?oid=920794,2020-05-01 19:41:53.930097,2020-05-01 19:41:53.930099,Prathyusha,
 http://www.chicagoreader.com/chicago/nobody-here-but-us/Content?oid=905595,2020-05-01 19:41:53.930115,2020-05-01 19:41:53.930117,Prathyusha,
 http://www.chicagoreader.com/chicago/bravery-in-hiding/Content?oid=910078,2020-05-01 19:41:53.930133,2020-05-01 19:41:53.930134,Prathyusha,
 http://www.chicagoreader.com/chicago/working-class-hero/Content?oid=919047,2020-05-01 19:41:53.930188,2020-05-01 19:41:53.930190,Prathyusha,
 http://www.chicagoreader.com/chicago/prole-models/Content?oid=893066,2020-05-01 19:41:53.930216,2020-05-01 19:41:53.930218,Prathyusha,
 http://www.chicagoreader.com/chicago/getting-schooled/Content?oid=1103120,2020-05-01 19:41:53.930232,2020-05-01 19:41:53.930233,Prathyusha,
 http://www.chicagoreader.com/chicago/client-9-the-rise-and-fall-of-eliot-spitzer-movie-review-alex-gibney/Content?oid=3060205,2020-05-01 19:41:53.930248,2020-05-01 19:41:53.930249,Prathyusha,
 http://www.chicagoreader.com/chicago/beautiful-and-barbaric/Content?oid=882126,2020-05-01 19:41:53.930267,2020-05-01 19:41:53.930269,Prathyusha,
 http://www.chicagoreader.com/chicago/street-values/Content?oid=888499,2020-05-01 19:41:53.930283,2020-05-01 19:41:53.930284,Prathyusha,
 http://www.chicagoreader.com/chicago/comedy-with-chords/Content?oid=1103022,2020-05-01 19:41:53.930319,2020-05-01 19:41:53.930321,Prathyusha,
 http://www.chicagoreader.com/chicago/cloverfield-review-cheap-thrills/Content?oid=1212904,2020-05-01 19:41:53.930337,2020-05-01 19:41:53.930339,Prathyusha,
http://www.chicagoreader.com/chicago/emma-goes-to-the-mall/Content?oid=888218 ,2020-05-01 19:41:53.930356,2020-05-01 19:41:53.930357,Prathyusha,
